stars,across_uni_info
5,10.2686702057
5,9.66791330103
4,9.52783362472
5,9.5010483218
3,10.0483537279
5,9.11515932337
2,10.0782749295
5,9.9598902561
3,10.0160661187
4,9.64765836549
4,9.42088283355
3,9.59227481176
4,9.28535606572
4,9.73474750594
1,8.99866796611
3,9.64994860006
4,9.72391704547
4,9.3546992346
5,10.2661980563
3,9.4117352835
3,9.74034773203
4,10.1246005334
4,9.20263759131
4,9.61190161664
4,9.73540330985
4,9.58392971781
5,9.80093850807
1,9.97142040093
4,9.73414783568
4,9.64750914972
2,9.87584656941
5,9.60777475543
3,9.71887626419
2,9.18349126796
1,9.32072718734
5,9.06425397554
4,9.46895708696
4,9.04651315098
4,9.82116263805
4,9.90955339021
5,8.54986125674
3,9.41568848074
3,9.91015940218
3,10.2633194664
5,9.77934860336
4,10.7366222899
4,9.78006464105
2,8.75846617751
4,9.98582154487
5,9.49666622424
4,9.796561902
5,9.17756717331
4,9.12153839315
5,9.3623878744
4,9.92582043485
2,9.48618123278
4,9.60830164943
5,9.43178548598
4,9.60279489693
4,8.81187037056
4,9.40296021573
4,9.44341396337
3,9.28124128564
4,9.39830737334
4,9.5981952054
5,10.6832831157
4,10.3413286141
4,9.21625993467
1,9.7964130545
5,9.02574390026
3,8.94814344396
5,8.86642018388
4,9.53007747682
5,9.53047699789
5,9.71232671256
4,9.46962660544
4,9.37116611546
4,9.80311861113
5,10.4431910025
5,9.36239236168
1,9.98756496414
4,10.043775282
3,9.70738748777
5,9.89344378899
5,9.33986460565
4,9.48928508143
4,9.20209393356
5,9.8520430562
5,10.3004740075
3,10.2996791224
4,10.573853717
2,9.71969317501
4,9.75302639284
4,9.22374768103
5,9.04408881483
3,9.26447711115
5,10.1431579214
3,9.45607366815
5,9.5275863958
2,9.42011679083
3,9.62633241771
2,9.0782203939
3,9.87726840643
3,9.46166066797
3,9.13766811353
5,9.94426850865
4,9.9605375881
5,9.61808040051
4,9.74863942814
2,9.90501265371
3,8.95934617448
3,9.47939523043
1,9.70939922937
3,10.5209426854
5,9.32102053966
2,10.3239520001
4,10.0476018806
4,9.59937485812
1,9.59834816216
2,9.04375759301
3,9.79123175482
4,10.0956150659
4,9.4297242124
3,9.73973415964
4,9.15167855876
4,9.4292877727
1,10.5349641325
1,10.9425865399
5,9.94767651225
5,10.5461518342
5,9.99695884263
4,10.0191827223
5,10.2284487891
4,9.03158984319
1,9.98634730792
5,9.11291523696
3,9.91778381059
3,10.1551765513
3,9.7678160048
5,9.36280395118
5,9.45831291661
2,9.32652947262
3,9.53971750021
5,9.84506579625
5,9.68297349834
4,10.291956031
4,9.7307232011300009
2,10.7334596831
3,9.37011758826
5,9.99064723258
2,9.40654625836
5,9.53270401653
4,10.5777569536
5,9.69998171336
4,10.0087573338
4,9.42617951504
4,9.51560500446
4,9.44450050966
4,9.29799933648
4,9.47788937561
4,8.7549202354
5,9.64101107837
4,10.0178311305
4,9.16367370271
3,9.45870757605
5,9.80315090117
2,9.41089566275
3,9.99127010474
5,9.84389096455
4,9.38988255384
3,9.2871108592
3,9.01870940314
2,10.8335892979
5,11.1268194424
4,9.65106932394
1,9.13105721302
5,10.1575500618
4,10.1707173136
4,9.69197868788
5,10.0699805046
4,9.41905208224
5,9.30882614846
5,9.58984889591
4,9.89877286391
4,9.5194276411
5,9.4786140408
5,9.31477606344
5,10.5254279958
3,9.73323593112
5,10.104720403
3,10.3313813983
2,9.61914922134
3,9.72587744522
1,9.4542727658
4,9.69124442579
5,10.6410057003
5,9.75591159957
4,9.15778032942
3,9.91734866424
5,10.4550808544
5,9.64838117442
4,9.74160348603
5,9.55972252645
5,9.38578801088
5,10.5606865781
3,9.35221306923
4,9.24289274521
3,9.7380587504
3,10.1171145372
4,9.59358566636
4,9.89757978977
5,9.94218328294
4,10.4412343162
4,10.4072163025
4,10.0334465602
5,11.3180389136
1,9.67346823638
5,9.5539115962
4,9.99636381562
5,9.59731836181
