word	count	prob	mps	neighbors	s1	s2	s3	s4	s5	length
de	28101631	-2.65	64	73	1263	619	619	619	619	2
la	14864558	-3.0	54	63	673	119	119	119	119	2
en	12613094	-3.0	36	49	1421	237	237	237	237	2
el	11903974	-3.27	44	51	1421	100	100	100	100	2
y	9563776	-4.3	0	7	43	43	43	43	43	1
a	6622388	-4.3	0	40	1894	1894	1894	1894	1894	1
que	6077385	-3.72	12	13	90	87	0	0	0	3
los	5321776	-3.23	20	26	673	91	0	0	0	3
del	5061497	-3.77	16	20	1263	619	0	0	0	3
se	4368723	-2.48	70	84	1300	271	271	271	271	2
por	3684915	-3.31	18	24	1810	224	0	0	0	3
un	3562197	-4.23	28	40	177	55	55	55	55	2
con	3314912	-2.44	32	36	2537	1146	0	0	0	3
las	3253457	-3.38	24	32	673	119	0	0	0	3
una	3227294	-4.18	14	23	177	55	0	0	0	3
su	2993082	-4.44	68	78	1300	274	274	274	274	2
es	2595866	-2.0	50	64	1421	411	411	411	411	2
como	2085007	-3.82	24	25	2537	1146	0	0	0	4
al	2057650	-2.58	54	67	1894	242	242	242	242	2
para	2045995	-3.96	40	45	1810	362	0	0	0	4
fue	1686634	-4.11	8	11	756	91	0	0	0	3
más	1240653	-4.57	10	11	1238	23	0	0	0	3
no	1121097	-2.66	42	55	435	116	116	116	116	2
o	1064256	-4.3	0	23	473	473	473	473	473	1
sus	983462	-3.88	26	30	1300	274	0	0	0	3
lo	888708	-2.95	40	46	673	91	91	91	91	2
entre	756379	-5.61	4	6	1421	237	0	0	0	5
también	705873	-8.48	0	0	880	96	0	0	0	7
este	625335	-3.87	12	16	1421	411	0	0	0	4
dos	565374	-3.06	26	30	1263	109	0	0	0	3
años	554166	-4.33	2	6	1894	11	0	0	0	4
son	549743	-3.7	34	38	1300	177	0	0	0	3
pero	536153	-3.87	20	25	1810	287	0	0	0	4
desde	515515	-6.93	2	3	1263	619	0	0	0	5
esta	515210	-3.61	12	18	1421	411	0	0	0	4
hasta	503273	-5.66	8	9	556	150	0	0	0	5
año	502905	-4.1	8	13	1894	11	0	0	0	3
le	495151	-3.15	48	60	673	122	122	122	122	2
ha	493876	-3.11	58	70	556	150	150	150	150	2
durante	479829	-6.34	0	0	1263	49	0	0	0	7
era	470945	-4.33	18	26	1421	33	0	0	0	3
parte	461373	-4.48	8	13	1810	362	0	0	0	5
sobre	460647	-5.94	4	4	1300	177	0	0	0	5
donde	458734	-7.17	6	7	1263	109	0	0	0	5
ser	441597	-3.73	30	35	1300	271	0	0	0	3
ciudad	439409	-7.37	0	0	2537	116	0	0	0	6
sin	418456	-4.64	36	42	1300	174	0	0	0	3
cuando	379213	-5.54	4	4	2537	160	0	0	0	6
después	378552	-7.36	0	0	1263	619	0	0	0	7
está	372243	-5.97	8	11	1421	411	0	0	0	4
eran	368631	-5.24	4	5	1421	33	0	0	0	4
primera	353337	-7.34	2	4	1810	579	0	0	0	7
tiene	353161	-6.46	2	5	880	62	0	0	0	5
gran	344822	-4.18	14	18	571	116	0	0	0	4
ya	327085	-3.73	48	50	43	10	10	10	10	2
población	325765	-7.22	0	0	1810	224	0	0	0	9
había	314319	-5.48	8	10	556	150	0	0	0	5
otros	312937	-6.38	2	3	473	23	0	0	0	5
e	312544	-4.3	0	32	1421	1421	1421	1421	1421	1
san	310270	-3.63	44	54	1300	211	0	0	0	3
the	307647	-4.42	6	11	880	29	0	0	0	3
nombre	305463	-6.65	6	7	435	116	0	0	0	6
uno	296919	-4.51	12	17	177	55	0	0	0	3
fueron	296907	-6.09	4	5	756	91	0	0	0	6
primer	291029	-6.74	0	3	1810	579	0	0	0	6
cual	289486	-4.28	4	5	2537	160	0	0	0	4
así	288648	-5.63	10	13	1894	137	0	0	0	3
estado	287477	-4.44	2	5	1421	411	0	0	0	6
puede	286630	-6.21	6	8	1810	85	0	0	0	5
historia	284319	-7.59	0	0	556	82	0	0	0	8
muy	282589	-5.9	4	6	1238	102	0	0	0	3
mismo	270007	-5.1	4	5	1238	160	0	0	0	5
según	268670	-6.22	0	0	1300	271	0	0	0	5
encuentra	266034	-8.73	0	0	1421	237	0	0	0	9
familia	261925	-7.2	0	2	756	134	0	0	0	7
vez	256894	-4.44	10	11	605	173	0	0	0	3
forma	256061	-4.83	8	12	756	104	0	0	0	5
tras	255080	-3.43	4	8	880	258	0	0	0	4
nacional	253289	-7.31	0	0	435	111	0	0	0	8
aunque	252519	-7.96	0	0	1894	102	0	0	0	6
tres	250449	-3.78	12	13	880	258	0	0	0	4
municipio	247927	-9.28	0	0	1238	102	0	0	0	9
además	245678	-7.87	0	1	1894	128	0	0	0	6
km²	244550	-4.5	0	2	80	2	0	0	0	3
siglo	239818	-5.99	4	5	1300	174	0	0	0	5
grupo	231558	-6.98	0	1	571	116	0	0	0	5
mayor	230600	-5.61	4	5	1238	430	0	0	0	5
estados	229630	-5.0	2	4	1421	411	0	0	0	7
todo	228589	-5.16	20	22	880	118	0	0	0	4
lugar	228515	-6.09	6	6	673	57	0	0	0	5
otras	227789	-6.12	4	6	473	23	0	0	0	5
guerra	225468	-6.55	0	1	571	81	0	0	0	6
sido	222000	-3.86	10	12	1300	174	0	0	0	4
general	218108	-7.54	4	5	571	104	0	0	0	7
tiempo	213874	-8.66	0	2	880	62	0	0	0	6
habitantes	210445	-8.7	0	0	556	150	0	0	0	10
si	208398	-4.49	66	76	1300	174	174	174	174	2
junto	206002	-5.24	8	10	246	102	0	0	0	5
han	204745	-3.83	42	50	556	150	0	0	0	3
contra	204654	-4.8	2	3	2537	1146	0	0	0	6
cada	204037	-3.61	22	24	2537	550	0	0	0	4
nueva	203838	-6.28	6	7	435	37	0	0	0	5
bajo	203524	-4.61	8	11	691	202	0	0	0	4
personas	203095	-7.27	0	1	1810	287	0	0	0	8
españa	201541	-5.86	2	2	1421	411	0	0	0	6
unidos	201167	-5.56	2	4	177	55	0	0	0	6
sur	196195	-4.49	22	26	1300	274	0	0	0	3
ese	195834	-3.67	14	20	1421	411	0	0	0	3
todos	195634	-5.73	14	15	880	118	0	0	0	5
embargo	193885	-7.67	0	0	1421	119	0	0	0	7
nuevo	192832	-6.41	6	7	435	37	0	0	0	5
norte	192230	-5.45	6	7	435	116	0	0	0	5
vida	191140	-3.61	10	16	605	219	0	0	0	4
gobierno	190445	-8.71	0	0	571	66	0	0	0	8
total	190204	-6.69	0	0	880	118	0	0	0	5
río	189634	-4.96	12	16	1162	6	0	0	0	3
mientras	188883	-6.1	0	0	1238	160	0	0	0	8
equipo	188009	-7.26	0	1	1421	14	0	0	0	6
partido	184692	-5.94	2	3	1810	362	0	0	0	7
estaba	184047	-5.36	0	1	1421	411	0	0	0	6
algunos	183635	-8.42	2	3	1894	242	0	0	0	7
siendo	183364	-5.44	4	4	1300	174	0	0	0	6
hacia	183102	-4.63	4	4	556	150	0	0	0	5
universidad	180962	-11.54	0	0	177	55	0	0	0	11
serie	180436	-6.45	4	5	1300	271	0	0	0	5
quien	180229	-5.11	6	6	90	87	0	0	0	5
él	179777	-4.95	18	19	24	3	3	3	3	2
tanto	176844	-5.35	14	15	880	96	0	0	0	5
c	176260	-4.3	0	27	2537	2537	2537	2537	2537	1
luego	175284	-6.82	6	7	673	57	0	0	0	5
antes	175070	-4.34	6	8	1894	200	0	0	0	5
país	170103	-5.92	6	8	1810	362	0	0	0	4
estos	166607	-4.34	8	12	1421	411	0	0	0	5
día	165801	-3.88	12	15	1263	5	0	0	0	3
sólo	164736	-5.33	2	2	1300	7	0	0	0	4
tenía	164046	-5.33	8	9	880	218	0	0	0	5
segunda	163349	-6.89	4	5	1300	271	0	0	0	7
debido	162052	-5.84	2	2	1263	619	0	0	0	6
provincia	161978	-7.54	0	0	1810	579	0	0	0	9
mundo	161040	-4.1	4	6	1238	102	0	0	0	5
censo	159012	-5.81	2	3	2537	140	0	0	0	5
juan	158728	-5.57	6	9	246	102	0	0	0	4
álbum	158477	-8.53	2	2	44	8	0	0	0	5
s	158085	-4.3	0	30	1300	1300	1300	1300	1300	1
entonces	156191	-7.79	0	0	1421	237	0	0	0	8
banda	155393	-4.75	12	15	691	202	0	0	0	5
centro	152206	-5.83	8	10	2537	140	0	0	0	6
tuvo	151506	-5.13	2	2	880	47	0	0	0	4
varios	150877	-5.67	2	2	605	110	0	0	0	6
pueden	150705	-6.99	4	5	1810	85	0	0	0	6
obra	150526	-4.49	2	4	473	69	0	0	0	4
otro	150005	-6.12	4	7	473	23	0	0	0	4
final	149551	-5.13	2	3	756	158	0	0	0	5
agua	149264	-5.15	0	3	1894	64	0	0	0	4
sistema	148197	-7.64	0	1	1300	174	0	0	0	7
club	146561	-6.66	0	2	2537	82	0	0	0	4
hay	146457	-4.59	38	41	556	150	0	0	0	3
número	144848	-6.99	2	3	435	6	0	0	0	6
especie	144413	-7.47	0	1	1421	411	0	0	0	7
cuenta	144301	-5.77	6	8	2537	160	0	0	0	6
esto	143741	-3.95	8	14	1421	411	0	0	0	4
julio	143703	-6.43	8	8	246	102	0	0	0	5
zona	143623	-5.44	6	7	41	11	0	0	0	4
ella	142631	-4.41	8	11	1421	100	0	0	0	4
josé	142467	-7.25	4	4	246	46	0	0	0	4
i	139550	-4.3	0	30	818	818	818	818	818	1
of	139239	-4.43	24	27	473	29	29	29	29	2
temporada	139060	-8.23	0	0	880	218	0	0	0	9
cuatro	138813	-6.99	2	2	2537	160	0	0	0	6
tierra	138741	-7.07	4	6	880	62	0	0	0	6
unos	137520	-4.92	4	6	177	55	0	0	0	4
mayo	135369	-4.64	16	19	1238	430	0	0	0	4
presidente	135073	-7.72	0	0	1810	579	0	0	0	10
ellos	133897	-4.91	6	9	1421	100	0	0	0	5
rey	133598	-3.79	22	24	1162	747	0	0	0	3
región	132454	-4.81	2	2	1162	747	0	0	0	6
poco	131730	-5.73	16	17	1810	224	0	0	0	4
muchos	130495	-6.37	4	5	1238	102	0	0	0	6
casa	129940	-4.6	40	46	2537	550	0	0	0	4
carrera	129831	-7.62	6	7	2537	550	0	0	0	7
m	129284	-4.3	0	34	1238	1238	1238	1238	1238	1
principal	128077	-9.47	0	0	1810	579	0	0	0	9
canción	127954	-4.6	2	2	2537	550	0	0	0	7
dentro	126821	-5.35	2	3	1263	619	0	0	0	6
otra	126430	-5.65	6	7	473	23	0	0	0	4
estadounidense	126267	-13.56	0	0	1421	411	0	0	0	14
grandes	125464	-5.96	0	1	571	116	0	0	0	7
segundo	124851	-6.28	4	5	1300	271	0	0	0	7
estas	124417	-4.11	8	10	1421	411	0	0	0	5
méxico	124226	-7.3	6	6	1238	14	0	0	0	6
están	123258	-5.27	4	5	1421	411	0	0	0	5
música	122975	-6.45	4	5	1238	9	0	0	0	6
octubre	122850	-9.17	0	0	473	63	0	0	0	7
película	122814	-8.48	0	0	1810	287	0	0	0	8
septiembre	122701	-11.63	0	0	1300	271	0	0	0	10
hizo	122237	-5.89	6	6	556	82	0	0	0	4
condado	121662	-5.13	4	5	2537	1146	0	0	0	7
época	121556	-7.55	2	4	24	4	0	0	0	5
hace	121284	-5.16	8	12	556	150	0	0	0	4
español	120893	-8.12	0	1	1421	411	0	0	0	7
junio	120891	-5.55	4	6	246	102	0	0	0	5
iglesia	120304	-9.26	0	1	818	12	0	0	0	7
pueblo	120204	-7.55	2	3	1810	85	0	0	0	6
real	120111	-4.22	4	5	1162	747	0	0	0	4
santa	119969	-5.07	10	12	1300	211	0	0	0	5
mundial	118982	-6.8	0	0	1238	102	0	0	0	7
largo	118605	-5.93	4	6	673	119	0	0	0	5
muerte	118081	-6.28	8	10	1238	102	0	0	0	6
enero	118036	-5.76	0	2	1421	237	0	0	0	5
obras	118030	-4.96	2	3	473	69	0	0	0	5
través	118009	-7.08	2	2	880	258	0	0	0	6
diciembre	118004	-9.85	0	0	1263	352	0	0	0	9
tipo	117945	-6.76	4	5	880	62	0	0	0	4
agosto	117781	-6.89	0	0	1894	64	0	0	0	6
trabajo	117661	-6.68	4	5	880	258	0	0	0	7
algunas	117322	-8.22	2	3	1894	242	0	0	0	7
marzo	117142	-5.69	4	5	1238	430	0	0	0	5
bien	116412	-4.71	6	9	691	59	0	0	0	4
conocido	116336	-6.82	0	0	2537	1146	0	0	0	8
abril	116309	-6.75	6	6	1894	94	0	0	0	5
argentina	116006	-8.48	0	0	1894	188	0	0	0	9
mejor	115333	-6.01	4	6	1238	210	0	0	0	5
hijo	114564	-4.95	12	13	556	82	0	0	0	4
actualmente	114038	-8.29	0	0	1894	201	0	0	0	11
medio	113780	-5.26	4	6	1238	210	0	0	0	5
internacional	113547	-10.21	0	0	818	551	0	0	0	13
poder	113529	-5.78	4	4	1810	224	0	0	0	5
tarde	113524	-6.42	4	5	880	96	0	0	0	5
frente	113427	-4.98	2	3	756	119	0	0	0	6
solo	113332	-4.37	10	12	1300	177	0	0	0	4
partir	112966	-5.83	2	2	1810	362	0	0	0	6
noviembre	112173	-10.21	0	0	435	116	0	0	0	9
orden	112060	-5.97	2	4	473	123	0	0	0	5
varias	110926	-5.95	6	9	605	110	0	0	0	6
ubicado	110713	-7.07	2	3	177	11	0	0	0	7
densidad	110383	-7.54	0	0	1263	619	0	0	0	8
importante	110327	-8.75	0	0	818	89	0	0	0	10
siguiente	109861	-7.21	0	0	1300	174	0	0	0	9
fútbol	108932	-7.39	2	2	756	2	0	0	0	6
padre	108789	-6.99	2	3	1810	362	0	0	0	5
misma	108035	-5.93	4	6	1238	160	0	0	0	5
momento	107798	-6.78	2	3	1238	238	0	0	0	7
ejército	107186	-9.43	0	0	1421	33	0	0	0	8
todas	106001	-6.01	12	13	880	118	0	0	0	5
primeros	105302	-7.71	0	1	1810	579	0	0	0	8
km	105155	-4.4	38	42	80	2	2	2	2	2
maría	104951	-4.32	16	17	1238	430	0	0	0	5
hecho	104950	-6.22	8	10	556	109	0	0	0	5
ante	104948	-3.65	8	12	1894	200	0	0	0	4
línea	104718	-6.9	2	3	673	13	0	0	0	5
isla	104698	-5.29	0	3	818	28	0	0	0	4
madrid	104189	-8.34	0	0	1238	430	0	0	0	6
febrero	103853	-9.03	0	0	756	68	0	0	0	7
llamado	103061	-6.5	2	4	673	76	0	0	0	7
menos	102333	-4.66	8	9	1238	210	0	0	0	5
desarrollo	102124	-10.08	0	0	1263	619	0	0	0	10
d	101775	-4.3	0	24	1263	1263	1263	1263	1263	1
cualquier	101553	-9.23	0	0	2537	160	0	0	0	9
comenzó	101516	-6.43	2	2	2537	1146	0	0	0	7
localidad	100940	-9.04	0	0	673	91	0	0	0	9
capital	100744	-7.32	2	2	2537	550	0	0	0	7
ejemplo	100466	-7.86	0	1	1421	33	0	0	0	7
último	100180	-7.5	2	3	14	5	0	0	0	6
mayoría	100008	-7.0	0	0	1238	430	0	0	0	7
diferentes	99909	-8.55	0	0	1263	352	0	0	0	10
tienen	99126	-7.75	4	6	880	62	0	0	0	6
división	99077	-6.7	0	0	1263	352	0	0	0	8
toda	98883	-5.5	16	19	880	118	0	0	0	4
caso	98763	-4.79	26	32	2537	550	0	0	0	4
inglés	98444	-6.66	2	2	818	551	0	0	0	6
carlos	97884	-5.67	6	8	2537	550	0	0	0	6
política	97550	-7.19	0	0	1810	224	0	0	0	8
posteriormente	97254	-12.49	0	0	1810	224	0	0	0	14
título	96861	-8.53	2	3	880	11	0	0	0	6
central	96519	-6.52	4	5	2537	140	0	0	0	7
programa	96463	-7.49	0	0	1810	579	0	0	0	8
les	96056	-3.06	30	32	673	122	0	0	0	3
república	95830	-7.58	0	0	1162	747	0	0	0	9
actual	95502	-5.9	2	2	1894	201	0	0	0	6
edad	95228	-4.98	0	0	1421	57	0	0	0	4
superficie	94995	-9.76	0	0	1300	274	0	0	0	10
ii	94962	-4.2	58	63	818	2	2	2	2	2
veces	94749	-5.59	6	6	605	173	0	0	0	5
escuela	94698	-6.88	0	1	1421	411	0	0	0	7
días	94696	-4.96	6	8	1263	5	0	0	0	4
nivel	94500	-7.38	2	2	435	49	0	0	0	5
manera	94311	-6.26	6	7	1238	430	0	0	0	6
países	94106	-8.21	0	1	1810	362	0	0	0	6
estudios	93702	-7.47	0	2	1421	411	0	0	0	8
producción	93699	-6.16	0	0	1810	579	0	0	0	10
francia	93473	-6.14	2	3	756	119	0	0	0	7
origen	92963	-7.08	0	1	473	123	0	0	0	6
punto	92951	-5.64	6	8	1810	85	0	0	0	5
casi	92706	-6.17	14	15	2537	550	0	0	0	4
esa	92581	-3.65	20	28	1421	411	0	0	0	3
finalmente	92227	-7.52	0	0	756	158	0	0	0	10
cerca	91271	-5.62	4	6	2537	140	0	0	0	5
uso	91267	-4.75	20	25	177	28	0	0	0	3
distribución	91242	-8.72	0	0	1263	352	0	0	0	12
cuales	91002	-5.17	2	2	2537	160	0	0	0	6
distrito	90883	-6.91	0	0	1263	352	0	0	0	8
estación	90693	-5.13	0	0	1421	411	0	0	0	8
género	90308	-7.31	2	3	571	5	0	0	0	6
versión	90299	-5.87	2	2	605	173	0	0	0	7
disco	90025	-5.3	2	4	1263	352	0	0	0	5
base	89472	-5.26	14	15	691	202	0	0	0	4
hacer	89171	-6.07	8	9	556	150	0	0	0	5
especies	88775	-7.88	0	2	1421	411	0	0	0	8
construcción	88662	-8.15	0	0	2537	1146	0	0	0	12
geografía	87949	-8.18	0	0	571	104	0	0	0	9
principales	87939	-10.36	0	0	1810	579	0	0	0	11
área	87672	-6.19	4	5	44	11	0	0	0	4
televisión	87080	-8.81	0	0	880	218	0	0	0	10
haber	86771	-5.51	4	4	556	150	0	0	0	5
director	86719	-7.66	0	1	1263	352	0	0	0	8
reino	86702	-5.37	4	6	1162	747	0	0	0	5
hombres	86508	-6.22	4	5	556	107	0	0	0	7
pesar	86171	-5.99	4	6	1810	287	0	0	0	5
mar	85952	-3.01	38	51	1238	430	0	0	0	3
hoy	85800	-4.72	22	26	556	107	0	0	0	3
militar	85761	-7.0	0	1	1238	160	0	0	0	7
éxito	85482	-6.31	0	1	24	3	0	0	0	5
chile	85232	-5.79	4	4	2537	104	0	0	0	5
europa	84750	-8.35	2	3	1421	27	0	0	0	6
cinco	84506	-6.75	2	2	2537	116	0	0	0	5
luis	84116	-5.68	4	6	673	57	0	0	0	4
n	84068	-4.3	0	14	435	435	435	435	435	1
española	83248	-8.49	0	1	1421	411	0	0	0	8
b	83194	-4.3	0	14	691	691	691	691	691	1
batalla	83081	-7.39	0	1	691	202	0	0	0	7
mediante	82959	-7.08	0	0	1238	210	0	0	0	8
miembros	82865	-8.38	0	1	1238	160	0	0	0	8
puesto	82830	-5.9	4	6	1810	85	0	0	0	6
cargo	82557	-5.28	8	10	2537	550	0	0	0	5
libro	82260	-6.33	6	7	673	165	0	0	0	5
estilo	82216	-6.34	0	1	1421	411	0	0	0	6
llegó	82130	-6.08	8	8	673	76	0	0	0	5
francisco	81721	-9.54	0	0	756	119	0	0	0	9
siempre	81659	-8.7	0	0	1300	174	0	0	0	7
proyecto	81429	-6.87	0	0	1810	579	0	0	0	8
razas	81237	-5.76	14	16	1162	111	0	0	0	5
finales	81163	-6.02	0	0	756	158	0	0	0	7
habían	81045	-6.96	8	10	556	150	0	0	0	6
buenos	80800	-7.05	2	3	691	65	0	0	0	6
juego	80659	-6.44	6	8	246	102	0	0	0	5
campo	80479	-6.04	2	5	2537	550	0	0	0	5
ambos	80340	-5.63	2	3	1894	99	0	0	0	5
millones	80197	-7.06	0	0	1238	160	0	0	0	8
da	80111	-2.82	70	83	1263	75	75	75	75	2
estudio	80003	-7.1	6	8	1421	411	0	0	0	7
alrededor	79763	-11.61	0	0	1894	242	0	0	0	9
tener	79762	-5.95	2	2	880	218	0	0	0	5
metros	79629	-5.87	0	1	1238	210	0	0	0	6
lado	79560	-3.77	10	12	673	119	0	0	0	4
siguientes	79393	-7.91	0	0	1300	174	0	0	0	10
muchas	79372	-6.21	4	5	1238	102	0	0	0	6
encuentran	79348	-9.64	0	0	1421	237	0	0	0	10
oeste	79339	-6.71	2	3	473	2	0	0	0	5
incluso	78927	-7.54	0	0	818	551	0	0	0	7
canciones	78609	-6.37	0	0	2537	550	0	0	0	9
fuera	77528	-5.35	2	5	756	91	0	0	0	5
medios	77521	-5.63	2	3	1238	210	0	0	0	6
territorio	77483	-9.66	0	0	880	218	0	0	0	10
importantes	77379	-9.44	0	0	818	89	0	0	0	11
unión	77228	-5.33	2	3	177	55	0	0	0	5
popular	76609	-7.26	0	0	1810	224	0	0	0	7
mucho	76565	-6.06	6	7	1238	102	0	0	0	5
premio	76504	-6.9	8	9	1810	579	0	0	0	6
servicio	76187	-8.09	0	0	1300	271	0	0	0	8
color	76042	-5.01	6	8	2537	1146	0	0	0	5
tal	75416	-4.0	22	26	880	96	0	0	0	3
fin	75247	-4.36	26	32	756	158	0	0	0	3
debe	75052	-4.93	6	9	1263	619	0	0	0	4
costa	74708	-4.78	10	15	2537	1146	0	0	0	5
década	74465	-7.37	0	1	1263	8	0	0	0	6
convirtió	74243	-9.61	0	0	2537	1146	0	0	0	9
compañía	74208	-6.58	0	0	2537	1146	0	0	0	8
oficial	73995	-7.3	0	0	473	29	0	0	0	7
pedro	73915	-6.21	4	5	1810	287	0	0	0	5
teatro	73896	-7.37	0	1	880	218	0	0	0	6
miembro	73708	-8.12	0	1	1238	160	0	0	0	7
puntos	73608	-6.03	4	5	1810	85	0	0	0	6
sino	73544	-4.76	20	22	1300	174	0	0	0	4
partidos	73463	-6.5	0	1	1810	362	0	0	0	8
cuerpo	73246	-7.45	4	6	2537	160	0	0	0	6
liga	73226	-5.01	14	15	673	165	0	0	0	4
mujeres	73152	-7.43	0	0	1238	102	0	0	0	7
antonio	73051	-8.08	4	6	1894	200	0	0	0	7
dio	73003	-3.5	18	25	1263	352	0	0	0	3
público	72924	-6.9	2	3	1810	7	0	0	0	7
departamento	72909	-9.66	0	0	1263	619	0	0	0	12
porque	72870	-6.2	4	4	1810	224	0	0	0	6
acuerdo	72782	-7.71	0	1	1894	201	0	0	0	7
º	72764	-4.39	0	2	3	3	3	3	3	1
alto	72733	-4.53	14	16	1894	242	0	0	0	4
arte	72637	-4.32	6	11	1894	188	0	0	0	4
aires	72626	-6.0	2	4	1894	15	0	0	0	5
grupos	72566	-6.56	0	1	571	116	0	0	0	6
oficina	72482	-7.79	0	1	473	29	0	0	0	7
ley	72428	-4.13	22	24	673	122	0	0	0	3
llamada	72423	-6.92	4	5	673	76	0	0	0	7
and	72374	-4.2	12	19	1894	200	0	0	0	3
social	72310	-6.31	0	0	1300	177	0	0	0	6
tan	72230	-4.03	40	46	880	96	0	0	0	3
biografía	72101	-9.07	0	0	691	59	0	0	0	9
término	72048	-8.0	4	5	880	11	0	0	0	7
aún	71888	-5.48	10	11	1894	1	0	0	0	3
allí	71885	-6.49	2	4	1894	242	0	0	0	4
proceso	71793	-7.12	0	1	1810	579	0	0	0	7
movimiento	71282	-9.38	0	0	1238	238	0	0	0	10
ello	71262	-4.63	2	7	1421	100	0	0	0	4
sociedad	71205	-9.38	0	0	1300	177	0	0	0	8
demografía	70955	-9.25	0	0	1263	619	0	0	0	10
relación	70915	-5.96	0	0	1162	747	0	0	0	8
cabo	70573	-5.14	14	16	2537	550	0	0	0	4
puerto	70524	-6.2	8	9	1810	85	0	0	0	6
conocida	70509	-6.81	0	0	2537	1146	0	0	0	8
copa	70502	-5.59	24	26	2537	1146	0	0	0	4
derecho	70277	-7.13	2	3	1263	619	0	0	0	7
última	69881	-7.61	2	3	14	5	0	0	0	6
media	69645	-4.89	6	9	1238	210	0	0	0	5
nació	69213	-5.08	0	1	435	111	0	0	0	5
papel	69008	-7.13	4	4	1810	362	0	0	0	5
musical	68917	-7.37	0	1	1238	102	0	0	0	7
principalmente	68396	-11.87	0	0	1810	579	0	0	0	14
propio	68329	-5.8	2	3	1810	579	0	0	0	6
fuerzas	68183	-7.93	0	1	756	91	0	0	0	7
campeonato	68040	-10.97	0	0	2537	550	0	0	0	10
llegar	67900	-6.15	6	9	673	76	0	0	0	6
estuvo	67846	-6.42	0	0	1421	411	0	0	0	6
posición	67601	-6.77	0	0	1810	224	0	0	0	8
américa	67451	-6.95	4	5	1894	99	0	0	0	7
x	67283	-4.31	0	8	18	18	18	18	18	1
empresa	67231	-6.75	4	5	1421	119	0	0	0	7
cultura	67195	-6.3	0	2	2537	160	0	0	0	7
dirección	67107	-7.04	0	0	1263	352	0	0	0	9
york	67062	-6.69	4	4	43	10	0	0	0	4
pues	66893	-3.96	2	2	1810	85	0	0	0	4
primero	66873	-7.45	2	4	1810	579	0	0	0	7
grande	66790	-6.22	0	2	571	116	0	0	0	6
superior	66667	-7.67	0	0	1300	274	0	0	0	8
éste	66608	-5.85	4	4	24	4	0	0	0	4
comunidad	66584	-7.59	0	0	2537	1146	0	0	0	9
juegos	66227	-6.94	2	3	246	102	0	0	0	6
sería	66192	-4.64	8	11	1300	271	0	0	0	5
cambio	66027	-5.94	4	5	2537	550	0	0	0	6
ni	65928	-4.45	46	48	435	49	49	49	49	2
servicios	65707	-8.46	0	0	1300	271	0	0	0	9
francés	65342	-8.0	6	6	756	119	0	0	0	7
político	64958	-7.59	0	0	1810	224	0	0	0	8
hombre	64902	-6.55	6	7	556	107	0	0	0	6
madre	64884	-6.58	2	5	1238	430	0	0	0	5
original	64778	-8.61	0	1	473	123	0	0	0	8
antiguo	64732	-8.77	2	3	1894	200	0	0	0	7
meses	64651	-6.18	2	2	1238	210	0	0	0	5
estaban	64245	-6.18	2	3	1421	411	0	0	0	7
in	64224	-3.0	36	56	818	551	551	551	551	2
edificio	64054	-6.86	0	0	1421	57	0	0	0	8
principios	63847	-10.09	0	0	1810	579	0	0	0	10
igual	63618	-5.94	0	0	818	12	0	0	0	5
conjunto	63521	-7.49	0	0	2537	1146	0	0	0	8
alta	63335	-4.45	14	21	1894	242	0	0	0	4
compuesto	63324	-7.3	0	0	2537	1146	0	0	0	9
recibió	63307	-7.82	2	2	1162	747	0	0	0	7
organización	63162	-9.45	0	0	473	123	0	0	0	12
selección	63111	-7.26	0	0	1300	271	0	0	0	9
museo	63091	-7.03	0	1	1238	102	0	0	0	5
paso	63048	-5.06	30	34	1810	362	0	0	0	4
interior	62757	-7.65	0	0	818	551	0	0	0	8
manuel	62743	-6.86	2	4	1238	430	0	0	0	6
resto	62701	-4.27	4	7	1162	747	0	0	0	5
radio	62689	-6.38	0	1	1162	111	0	0	0	5
alemania	62536	-8.27	0	1	1894	242	0	0	0	8
especialmente	62335	-9.66	0	0	1421	411	0	0	0	13
sede	62075	-5.87	6	9	1300	271	0	0	0	4
plaza	62066	-5.36	12	13	1810	91	0	0	0	5
pasó	62015	-5.46	14	15	1810	362	0	0	0	4
parque	61690	-5.4	2	3	1810	362	0	0	0	6
fuerza	61624	-7.24	0	2	756	91	0	0	0	6
geográfica	61267	-8.42	0	0	571	104	0	0	0	10
características	61203	-13.29	0	0	2537	550	0	0	0	15
coordenadas	61135	-10.56	0	0	2537	1146	0	0	0	11
modo	61064	-4.07	22	23	1238	238	0	0	0	4
único	60961	-6.27	2	4	14	5	0	0	0	5
sea	60960	-4.32	26	38	1300	271	0	0	0	3
natural	60816	-7.54	0	1	435	111	0	0	0	7
italia	60596	-6.94	0	0	818	12	0	0	0	6
realizó	60520	-6.82	2	2	1162	747	0	0	0	7
rock	60504	-5.2	4	5	1162	153	0	0	0	4
oro	60278	-4.49	12	20	473	123	0	0	0	3
equipos	60271	-6.83	0	1	1421	14	0	0	0	7
edición	60146	-5.31	2	3	1421	57	0	0	0	7
torneo	59987	-7.58	2	4	880	118	0	0	0	6
cine	59903	-6.05	8	11	2537	116	0	0	0	4
existen	59861	-6.65	2	3	1421	236	0	0	0	7
villa	59844	-4.82	8	11	605	219	0	0	0	5
seis	59792	-6.47	2	2	1300	271	0	0	0	4
