word	count	prob	mps	neighbors	s1	s2	s3	s4	s5	length
the	107270897	-4.26	14	22	953	136	0	0	0	3
of	51292974	-3.95	48	51	452	28	28	28	28	2
and	43771452	-3.58	24	33	1427	165	0	0	0	3
in	42907845	-2.83	54	83	747	469	469	469	469	2
a	32108893	-4.3	0	44	1427	1427	1427	1427	1427	1
to	30796187	-3.37	70	83	953	133	133	133	133	2
was	18038264	-4.5	40	47	537	138	0	0	0	3
is	15770205	-3.75	76	93	747	42	42	42	42	2
for	12633184	-3.17	22	30	845	150	0	0	0	3
as	12184014	-3.2	82	105	1427	113	113	113	113	2
on	11926589	-3.43	44	62	452	18	18	18	18	2
s	11638899	-4.3	0	41	2051	2051	2051	2051	2051	1
with	10633686	-5.15	2	5	537	123	0	0	0	4
by	10577256	-3.54	42	50	1130	12	12	12	12	2
he	9477299	-3.66	70	80	713	154	154	154	154	2
that	8605271	-6.26	8	10	953	136	0	0	0	4
at	8045562	-3.91	76	101	1427	73	73	73	73	2
from	7853554	-5.47	4	5	845	120	0	0	0	4
his	7524596	-4.62	22	27	713	82	0	0	0	3
it	7266156	-4.12	70	87	747	17	17	17	17	2
an	5893098	-2.75	60	89	1427	165	165	165	165	2
were	4973571	-5.11	10	13	537	103	0	0	0	4
are	4893530	-4.18	36	51	1427	163	0	0	0	3
which	4597239	-6.34	0	0	537	53	0	0	0	5
this	4159122	-5.5	4	5	953	136	0	0	0	4
also	3940578	-6.4	2	3	1427	150	0	0	0	4
be	3934555	-3.19	72	89	1130	203	203	203	203	2
or	3856880	-3.23	60	72	452	89	89	89	89	2
has	3757784	-4.29	40	49	713	211	0	0	0	3
had	3532367	-4.49	32	40	713	211	0	0	0	3
first	3438051	-6.73	0	1	845	151	0	0	0	5
one	3233062	-4.91	14	26	452	18	0	0	0	3
their	3078123	-6.35	0	2	953	136	0	0	0	5
its	2936764	-4.4	18	27	747	17	0	0	0	3
new	2882899	-4.43	24	28	475	120	0	0	0	3
but	2878298	-3.85	26	33	1130	131	0	0	0	3
after	2873390	-4.91	2	2	1427	41	0	0	0	5
not	2830403	-4.16	28	32	475	121	0	0	0	3
who	2803578	-5.18	6	8	537	53	0	0	0	3
they	2714113	-5.0	8	11	953	136	0	0	0	4
have	2615533	-4.69	22	25	713	211	0	0	0	4
two	2581938	-5.71	6	7	953	16	0	0	0	3
her	2519330	-3.2	16	27	713	154	0	0	0	3
she	2419525	-4.24	18	26	2051	183	0	0	0	3
been	2328677	-5.29	16	18	1130	203	0	0	0	4
other	2240241	-5.89	4	6	452	10	0	0	0	5
all	2188690	-3.67	20	31	1427	150	0	0	0	3
when	2103503	-5.04	10	12	537	53	0	0	0	4
time	1980867	-5.71	8	13	953	62	0	0	0	4
there	1980618	-5.38	6	8	953	136	0	0	0	5
during	1915838	-5.85	4	4	1141	64	0	0	0	6
into	1847368	-5.49	8	10	747	469	0	0	0	4
school	1734464	-7.54	0	1	2051	114	0	0	0	6
more	1714769	-4.72	28	33	1197	231	0	0	0	4
may	1671868	-3.91	52	59	1197	426	0	0	0	3
years	1657517	-6.57	14	16	78	18	0	0	0	5
only	1595589	-6.39	0	0	452	18	0	0	0	4
over	1594845	-3.9	6	11	452	37	0	0	0	4
up	1593770	-3.79	60	65	281	34	34	34	34	2
most	1574921	-4.7	20	21	1197	231	0	0	0	4
th	1539627	-2.87	58	63	953	136	136	136	136	2
year	1510122	-6.01	24	26	78	18	0	0	0	4
some	1481812	-5.22	12	13	2051	140	0	0	0	4
city	1475096	-4.5	4	4	1993	51	0	0	0	4
would	1470067	-7.16	8	9	537	71	0	0	0	5
world	1454365	-6.64	2	4	537	71	0	0	0	5
where	1420836	-5.64	2	4	537	53	0	0	0	5
between	1406459	-8.68	0	0	1130	203	0	0	0	7
can	1405431	-3.41	62	71	1993	330	0	0	0	3
later	1403785	-4.51	12	15	716	172	0	0	0	5
out	1393260	-4.31	18	22	452	47	0	0	0	3
three	1390761	-6.32	2	4	953	136	0	0	0	5
such	1382483	-5.18	2	2	2051	272	0	0	0	4
used	1358075	-4.74	4	7	281	25	0	0	0	4
many	1354479	-4.42	14	20	1197	426	0	0	0	4
him	1350617	-5.18	32	35	713	82	0	0	0	3
then	1350603	-4.78	20	23	953	136	0	0	0	4
state	1346813	-4.75	12	19	2051	326	0	0	0	5
about	1329421	-6.02	0	1	1427	67	0	0	0	5
known	1316882	-5.31	2	3	247	26	0	0	0	5
made	1312987	-4.94	20	23	1197	426	0	0	0	4
under	1305830	-4.58	0	0	281	155	0	0	0	5
national	1278620	-6.18	0	0	475	102	0	0	0	8
i	1273593	-4.3	0	40	747	747	747	747	747	1
united	1256635	-5.54	0	1	281	155	0	0	0	6
university	1239200	-9.39	0	0	281	155	0	0	0	10
while	1236731	-5.46	8	8	537	53	0	0	0	5
these	1228381	-5.75	6	7	953	136	0	0	0	5
part	1223147	-4.1	22	29	1506	291	0	0	0	4
no	1202302	-3.27	72	83	475	121	121	121	121	2
than	1195646	-4.76	16	21	953	136	0	0	0	4
american	1167917	-8.37	0	1	1427	72	0	0	0	8
became	1161456	-8.19	2	2	1130	203	0	0	0	6
second	1153497	-6.81	0	1	2051	247	0	0	0	6
well	1148826	-4.6	20	21	537	103	0	0	0	4
south	1145111	-5.51	4	4	2051	140	0	0	0	5
team	1142469	-6.03	8	12	953	155	0	0	0	4
born	1142461	-4.96	22	24	1130	161	0	0	0	4
states	1138817	-5.31	10	14	2051	326	0	0	0	6
being	1124797	-4.82	2	5	1130	203	0	0	0	5
war	1122882	-3.7	38	48	537	138	0	0	0	3
season	1121056	-6.43	2	3	2051	247	0	0	0	6
through	1117239	-7.13	0	3	953	136	0	0	0	7
including	1099034	-8.35	0	0	747	469	0	0	0	9
both	1097435	-4.96	8	9	1130	161	0	0	0	4
however	1094923	-7.84	0	0	713	157	0	0	0	7
before	1073391	-7.37	0	0	1130	203	0	0	0	6
people	1070417	-8.19	0	1	1506	180	0	0	0	6
film	1069190	-5.57	6	7	845	151	0	0	0	4
north	1063988	-5.51	6	6	475	121	0	0	0	5
high	1062060	-5.02	2	4	713	82	0	0	0	4
family	1028689	-6.8	0	0	845	149	0	0	0	6
area	1026502	-5.89	4	8	1427	163	0	0	0	4
early	1017602	-5.64	6	9	905	42	0	0	0	5
them	1015050	-5.41	10	12	953	136	0	0	0	4
history	1004671	-7.07	0	0	713	82	0	0	0	7
name	984126	-5.37	14	18	475	102	0	0	0	4
since	978361	-5.18	2	3	2051	147	0	0	0	5
until	974291	-6.62	0	0	281	155	0	0	0	5
album	967443	-7.4	0	1	1427	150	0	0	0	5
against	965259	-8.81	0	0	1427	31	0	0	0	7
series	957995	-5.69	2	3	2051	247	0	0	0	6
will	948024	-4.28	24	27	537	123	0	0	0	4
work	941272	-4.94	16	17	537	71	0	0	0	4
county	935399	-6.23	4	6	1993	876	0	0	0	6
group	930516	-6.68	0	1	626	151	0	0	0	5
music	926087	-6.08	0	0	1197	78	0	0	0	5
life	925805	-5.74	16	17	716	176	0	0	0	4
several	918975	-7.31	0	0	2051	247	0	0	0	7
number	913932	-6.24	4	5	475	32	0	0	0	6
called	907027	-4.95	4	4	1993	330	0	0	0	6
district	905222	-7.39	0	0	1141	300	0	0	0	8
following	898416	-8.43	0	0	845	150	0	0	0	9
de	891338	-2.66	70	92	1141	409	409	409	409	2
company	886924	-6.71	0	0	1993	876	0	0	0	7
four	885490	-5.13	12	17	845	150	0	0	0	4
played	866933	-5.72	6	6	1506	97	0	0	0	6
released	848010	-7.8	0	1	1209	698	0	0	0	8
west	832947	-4.82	16	19	537	103	0	0	0	4
so	826632	-3.69	72	81	2051	140	140	140	140	2
government	822262	-8.69	0	0	626	74	0	0	0	10
career	814077	-6.8	4	5	1993	330	0	0	0	6
game	812725	-5.44	22	23	626	108	0	0	0	4
each	808844	-5.69	6	11	905	42	0	0	0	4
league	807870	-7.62	0	1	716	146	0	0	0	6
day	797363	-3.65	40	44	1141	105	0	0	0	3
now	794156	-4.15	34	39	475	121	0	0	0	3
based	788292	-4.94	6	8	1130	267	0	0	0	5
same	786287	-5.08	26	28	2051	183	0	0	0	4
town	782768	-4.5	6	10	953	133	0	0	0	4
house	782037	-5.34	4	7	713	157	0	0	0	5
use	778794	-4.45	16	23	281	25	0	0	0	3
population	777283	-8.1	0	0	1506	199	0	0	0	10
st	770405	-2.57	74	85	2051	326	326	326	326	2
won	769627	-4.01	34	37	537	71	0	0	0	3
john	763505	-4.86	4	7	260	66	0	0	0	4
located	763258	-6.09	0	1	716	138	0	0	0	7
age	763257	-3.71	18	29	1427	31	0	0	0	3
general	751658	-7.98	0	2	626	94	0	0	0	7
east	739538	-4.96	16	22	905	42	0	0	0	4
international	736652	-10.0	0	0	747	469	0	0	0	13
club	729998	-5.61	2	5	1993	136	0	0	0	4
if	726638	-5.97	58	63	747	1	1	1	1	2
end	721381	-3.78	6	14	905	162	0	0	0	3
station	719471	-4.7	2	3	2051	326	0	0	0	7
college	718962	-6.79	0	1	1993	876	0	0	0	7
like	710934	-5.01	24	29	716	176	0	0	0	4
found	707953	-5.12	14	16	845	150	0	0	0	5
system	705561	-8.04	0	1	2051	54	0	0	0	6
began	705294	-5.73	8	10	1130	203	0	0	0	5
home	705276	-5.21	22	24	713	157	0	0	0	4
band	699080	-4.18	22	29	1130	267	0	0	0	4
because	698308	-9.11	0	0	1130	203	0	0	0	7
century	698073	-7.71	0	0	1993	76	0	0	0	7
public	697453	-6.42	0	0	1506	88	0	0	0	6
any	694762	-4.22	14	18	1427	165	0	0	0	3
line	694139	-4.36	32	39	716	176	0	0	0	4
march	693102	-4.94	6	9	1197	426	0	0	0	5
m	691931	-4.3	0	39	1197	1197	1197	1197	1197	1
river	688840	-5.02	8	11	1209	87	0	0	0	5
u	687634	-4.3	0	36	281	281	281	281	281	1
september	686628	-9.8	0	0	2051	247	0	0	0	9
member	683709	-6.16	0	1	1197	188	0	0	0	6
place	682014	-5.38	6	11	1506	97	0	0	0	5
york	681214	-6.0	8	8	78	21	0	0	0	4
church	679600	-7.16	0	0	1993	243	0	0	0	6
d	676918	-4.3	0	31	1141	1141	1141	1141	1141	1
long	676070	-4.83	28	30	716	138	0	0	0	4
june	672345	-5.15	16	18	260	68	0	0	0	4
back	671714	-4.18	26	28	1130	267	0	0	0	4
best	666301	-5.01	26	30	1130	203	0	0	0	4
around	661999	-6.78	2	4	1427	163	0	0	0	6
british	660896	-7.71	0	0	1130	181	0	0	0	7
july	658826	-5.48	6	6	260	68	0	0	0	4
january	655209	-8.31	0	0	260	61	0	0	0	7
song	651211	-4.24	30	32	2051	140	0	0	0	4
former	651168	-5.67	4	4	845	150	0	0	0	6
village	651140	-7.39	0	1	353	128	0	0	0	7
party	649265	-4.93	10	13	1506	291	0	0	0	5
named	648715	-5.4	6	7	475	102	0	0	0	5
show	648559	-4.95	14	17	2051	183	0	0	0	4
october	648045	-8.77	0	0	452	29	0	0	0	7
august	646040	-7.13	0	2	1427	74	0	0	0	6
local	640437	-5.15	6	7	716	138	0	0	0	5
c	640259	-4.3	0	39	1993	1993	1993	1993	1993	1
april	635576	-8.44	0	0	1427	81	0	0	0	5
t	633873	-4.3	0	37	953	953	953	953	953	1
another	633162	-7.39	0	0	1427	165	0	0	0	7
major	632006	-6.25	4	5	1197	426	0	0	0	5
service	631821	-7.49	0	2	2051	247	0	0	0	7
held	627741	-4.81	14	14	713	154	0	0	0	4
within	626524	-7.47	0	0	537	123	0	0	0	6
although	623320	-9.04	0	0	1427	150	0	0	0	8
took	621827	-5.37	10	11	953	133	0	0	0	4
could	617412	-5.98	4	6	1993	876	0	0	0	5
did	616396	-4.71	34	39	1141	300	0	0	0	3
built	615929	-6.7	4	4	1130	131	0	0	0	5
along	613529	-6.46	4	5	1427	150	0	0	0	5
football	609852	-9.19	0	0	845	150	0	0	0	8
november	607047	-8.14	0	0	475	121	0	0	0	8
members	606111	-6.54	0	1	1197	188	0	0	0	7
small	604553	-6.24	6	7	2051	23	0	0	0	5
e	603692	-4.3	0	37	905	905	905	905	905	1
old	603671	-4.4	4	15	452	25	0	0	0	3
december	602134	-8.41	0	0	1141	409	0	0	0	8
single	599623	-6.19	0	2	2051	147	0	0	0	6
due	597189	-4.38	28	34	1141	64	0	0	0	3
large	595695	-5.56	6	7	716	172	0	0	0	5
include	593721	-8.1	0	2	747	469	0	0	0	7
left	592867	-6.83	6	7	716	146	0	0	0	4
five	591198	-5.5	16	16	845	151	0	0	0	4
very	586071	-4.62	6	8	353	81	0	0	0	4
main	579388	-4.68	22	29	1197	426	0	0	0	4
president	572487	-7.68	0	0	1506	440	0	0	0	9
those	568064	-5.64	6	7	953	136	0	0	0	5
death	567145	-6.05	6	7	1141	409	0	0	0	5
off	566829	-3.98	0	3	452	28	0	0	0	3
last	564115	-4.65	18	23	716	172	0	0	0	4
own	564097	-4.06	2	8	452	14	0	0	0	3
final	564073	-5.2	0	3	845	151	0	0	0	5
still	561575	-5.71	6	7	2051	326	0	0	0	5
set	560455	-4.12	40	49	2051	247	0	0	0	3
served	559160	-6.16	4	5	2051	247	0	0	0	6
order	555970	-5.62	2	5	452	89	0	0	0	5
children	555702	-9.43	0	0	1993	243	0	0	0	8
building	553740	-7.88	0	0	1130	131	0	0	0	8
received	552097	-8.41	0	1	1209	698	0	0	0	8
third	548848	-6.44	0	1	953	136	0	0	0	5
air	548643	-4.53	16	25	1427	37	0	0	0	3
often	547772	-6.44	0	0	452	28	0	0	0	5
games	546251	-5.81	8	10	626	108	0	0	0	5
law	546224	-4.44	34	39	716	172	0	0	0	3
b	543350	-4.3	0	33	1130	1130	1130	1130	1130	1
february	540021	-10.46	0	0	845	93	0	0	0	8
park	532583	-4.25	16	21	1506	291	0	0	0	4
book	532456	-4.68	14	16	1130	161	0	0	0	4
great	526649	-6.07	2	2	626	151	0	0	0	5
army	524036	-6.17	2	4	1427	163	0	0	0	4
english	523035	-8.89	0	0	905	162	0	0	0	7
road	522825	-5.09	6	9	1209	164	0	0	0	4
what	522602	-6.3	4	7	537	53	0	0	0	4
died	522212	-4.18	10	13	1141	300	0	0	0	4
published	521062	-8.38	0	0	1506	88	0	0	0	9
country	520500	-6.81	0	1	1993	876	0	0	0	7
said	517383	-5.54	12	16	2051	183	0	0	0	4
species	516518	-6.17	0	0	2051	178	0	0	0	7
top	512356	-4.6	28	33	953	133	0	0	0	3
much	510760	-6.52	4	4	1197	78	0	0	0	4
according	510085	-7.91	0	0	1427	133	0	0	0	9
central	505740	-7.02	2	2	1993	76	0	0	0	7
education	503090	-8.22	0	0	905	40	0	0	0	9
water	501971	-4.82	6	8	537	138	0	0	0	5
even	501944	-4.75	10	13	905	48	0	0	0	4
development	499795	-10.84	0	0	1141	409	0	0	0	11
men	499758	-3.4	46	51	1197	188	0	0	0	3
among	498561	-5.88	2	2	1427	72	0	0	0	5
king	498032	-3.28	30	33	247	62	0	0	0	4
community	495364	-7.04	0	0	1993	876	0	0	0	9
included	494899	-8.21	0	1	747	469	0	0	0	8
times	493354	-6.09	10	12	953	62	0	0	0	5
french	493157	-6.79	2	2	845	120	0	0	0	6
form	492681	-4.51	18	21	845	150	0	0	0	4
just	492645	-4.73	10	10	260	68	0	0	0	4
son	491574	-2.98	40	46	2051	140	0	0	0	3
down	491453	-3.93	6	10	1141	142	0	0	0	4
play	491132	-4.38	6	9	1506	97	0	0	0	4
near	490196	-5.73	24	25	475	120	0	0	0	4
different	488500	-8.35	0	0	1141	300	0	0	0	9
original	488248	-8.74	0	0	452	89	0	0	0	8
late	488182	-4.23	26	30	716	172	0	0	0	4
side	486459	-4.54	20	25	2051	147	0	0	0	4
power	484674	-5.41	8	10	1506	199	0	0	0	5
students	483330	-7.5	0	1	2051	326	0	0	0	8
division	482457	-7.15	0	0	1141	300	0	0	0	8
way	478045	-3.32	42	46	537	138	0	0	0	3
again	477297	-7.0	2	3	1427	31	0	0	0	5
center	470281	-5.65	0	2	1993	76	0	0	0	6
women	468202	-6.32	4	4	537	71	0	0	0	5
white	467833	-6.12	4	5	537	53	0	0	0	5
led	467375	-3.32	42	49	716	146	0	0	0	3
german	462156	-6.51	8	11	626	94	0	0	0	6
ii	460848	-4.06	78	83	747	3	3	3	3	2
father	460838	-6.23	4	7	845	149	0	0	0	6
land	460685	-4.25	18	25	716	172	0	0	0	4
london	460134	-7.12	2	2	716	138	0	0	0	6
man	457314	-2.95	72	84	1197	426	0	0	0	3
court	457072	-5.49	2	4	1993	876	0	0	0	5
us	454542	-3.38	66	79	281	25	25	25	25	2
moved	452903	-5.0	4	5	1197	231	0	0	0	5
you	451010	-5.37	2	6	78	21	0	0	0	3
island	449302	-6.89	2	3	747	42	0	0	0	6
do	444601	-3.25	62	76	1141	142	142	142	142	2
six	444465	-4.58	24	26	2051	147	0	0	0	3
make	440119	-4.64	26	29	1197	426	0	0	0	4
given	439212	-6.2	2	3	626	41	0	0	0	5
record	438752	-6.14	0	1	1209	698	0	0	0	6
non	437255	-3.8	38	44	475	121	0	0	0	3
art	436821	-3.86	24	35	1427	163	0	0	0	3
military	436459	-7.94	0	0	1197	180	0	0	0	8
player	436182	-5.93	6	8	1506	97	0	0	0	6
research	435430	-8.25	0	0	1209	698	0	0	0	8
council	435143	-7.45	0	1	1993	876	0	0	0	7
came	432248	-4.94	30	33	1993	330	0	0	0	4
television	431613	-9.91	0	0	953	155	0	0	0	10
established	431293	-10.35	0	0	905	48	0	0	0	11
million	430352	-6.52	2	3	1197	180	0	0	0	7
point	430006	-5.45	6	9	1506	199	0	0	0	5
street	428972	-6.82	0	1	2051	326	0	0	0	6
political	428934	-7.91	0	0	1506	199	0	0	0	9
support	428822	-6.53	0	1	2051	272	0	0	0	7
having	427305	-5.51	4	4	713	211	0	0	0	6
western	426011	-7.45	0	0	537	103	0	0	0	7
region	424480	-5.35	2	3	1209	698	0	0	0	6
become	423691	-6.86	2	3	1130	203	0	0	0	6
various	423334	-8.3	0	0	353	79	0	0	0	7
england	423230	-8.18	0	0	905	162	0	0	0	7
award	421505	-5.56	2	4	1427	14	0	0	0	5
using	421335	-5.25	0	1	281	25	0	0	0	5
period	420668	-7.85	0	1	1506	180	0	0	0	6
went	420468	-4.52	22	24	537	103	0	0	0	4
title	420304	-7.02	0	3	953	62	0	0	0	5
next	420248	-6.21	4	5	475	120	0	0	0	4
production	418558	-6.51	0	0	1506	440	0	0	0	10
business	417972	-8.41	0	0	1130	131	0	0	0	8
program	417695	-6.59	0	1	1506	440	0	0	0	7
list	415767	-4.3	14	19	716	176	0	0	0	4
black	412135	-5.93	4	7	1130	73	0	0	0	5
started	409767	-6.04	4	5	2051	326	0	0	0	7
produced	409080	-6.82	0	1	1506	440	0	0	0	8
role	407678	-4.94	28	31	1209	164	0	0	0	4
radio	405912	-7.51	2	3	1209	157	0	0	0	5
works	404950	-5.29	6	7	537	71	0	0	0	5
field	404760	-5.62	2	3	845	151	0	0	0	5
head	403768	-5.0	20	24	713	154	0	0	0	4
written	401204	-8.02	2	2	537	29	0	0	0	7
few	400938	-5.12	18	21	845	93	0	0	0	3
class	400816	-5.14	10	11	1993	136	0	0	0	5
total	400264	-6.27	2	3	953	133	0	0	0	5
we	399000	-3.77	52	62	537	103	103	103	103	2
though	398482	-6.42	2	5	953	136	0	0	0	6
every	397541	-5.17	4	6	905	48	0	0	0	5
take	394178	-4.9	20	23	953	116	0	0	0	4
office	393936	-5.96	0	2	452	28	0	0	0	6
force	391869	-5.0	2	5	845	150	0	0	0	5
currently	391445	-8.47	0	0	1993	77	0	0	0	9
per	390206	-3.06	22	29	1506	180	0	0	0	3
level	390062	-6.1	2	3	716	146	0	0	0	5
created	389858	-5.76	4	6	1993	144	0	0	0	7
see	389683	-4.41	36	43	2051	247	0	0	0	3
young	389463	-5.54	0	1	78	21	0	0	0	5
election	387773	-6.05	0	0	905	93	0	0	0	8
cup	387431	-4.78	14	19	1993	77	0	0	0	3
right	386377	-4.8	16	19	1209	87	0	0	0	5
union	385641	-4.95	2	3	281	155	0	0	0	5
association	385184	-9.42	0	0	1427	113	0	0	0	11
without	384005	-8.07	0	0	537	123	0	0	0	7
services	381635	-8.02	0	1	2051	247	0	0	0	8
married	381007	-6.18	4	5	1197	426	0	0	0	7
live	380972	-4.43	18	25	716	176	0	0	0	4
together	380824	-9.29	0	0	953	133	0	0	0	8
founded	379651	-6.16	10	11	845	150	0	0	0	7
site	379385	-4.91	22	28	2051	147	0	0	0	4
director	378336	-7.65	0	0	1141	300	0	0	0	8
co	377664	-2.95	70	86	1993	876	876	876	876	2
version	377597	-6.12	0	1	353	81	0	0	0	7
present	376531	-6.35	2	3	1506	440	0	0	0	7
run	373735	-4.97	30	35	1209	63	0	0	0	3
short	372559	-5.33	10	13	2051	183	0	0	0	5
department	371573	-8.71	0	0	1141	409	0	0	0	10
full	366795	-4.77	20	21	845	62	0	0	0	4
northern	365496	-7.99	0	0	475	121	0	0	0	8
popular	364893	-8.0	0	1	1506	199	0	0	0	7
act	364067	-3.7	18	24	1427	133	0	0	0	3
society	362225	-8.6	0	0	2051	140	0	0	0	7
championship	361952	-11.49	0	0	1993	243	0	0	0	12
living	360117	-5.68	10	10	716	176	0	0	0	6
returned	359821	-7.65	0	0	1209	698	0	0	0	8
open	359454	-4.98	6	8	452	56	0	0	0	4
royal	359091	-5.67	2	4	1209	164	0	0	0	5
language	358449	-9.44	0	0	716	172	0	0	0	8
days	358184	-4.4	18	20	1141	105	0	0	0	4
california	357150	-10.39	0	0	1993	330	0	0	0	10
control	356606	-7.6	0	1	1993	876	0	0	0	7
story	356228	-4.78	6	8	2051	326	0	0	0	5
france	355705	-5.35	6	8	845	120	0	0	0	6
once	355072	-5.55	0	2	452	18	0	0	0	4
william	354730	-7.98	0	1	537	123	0	0	0	7
further	352963	-7.46	2	2	845	62	0	0	0	7
worked	351950	-5.91	2	2	537	71	0	0	0	6
design	351600	-6.86	2	3	1141	409	0	0	0	6
professional	351499	-10.18	0	0	1506	440	0	0	0	12
battle	351207	-6.16	4	6	1130	267	0	0	0	6
common	350927	-4.62	0	1	1993	876	0	0	0	6
social	350714	-6.34	0	0	2051	140	0	0	0	6
free	349073	-4.99	10	12	845	120	0	0	0	4
joined	349046	-5.77	2	2	260	66	0	0	0	6
lost	348200	-4.88	20	23	716	138	0	0	0	4
important	347703	-8.79	0	0	747	87	0	0	0	9
project	346861	-5.81	2	3	1506	440	0	0	0	7
considered	346809	-7.99	0	0	1993	876	0	0	0	10
european	346143	-9.94	0	0	905	16	0	0	0	8
continued	345722	-8.94	0	0	1993	876	0	0	0	9
san	345054	-3.59	68	81	2051	183	0	0	0	3
southern	345049	-7.99	0	0	2051	140	0	0	0	8
average	343618	-7.24	0	2	1427	30	0	0	0	7
america	342540	-8.04	2	4	1427	72	0	0	0	7
half	342274	-5.55	10	12	713	211	0	0	0	4
australia	342244	-9.03	0	0	1427	74	0	0	0	9
board	341812	-5.53	2	6	1130	161	0	0	0	5
position	341447	-6.2	0	0	1506	199	0	0	0	8
rock	341085	-4.45	14	18	1209	164	0	0	0	4
modern	340965	-6.52	0	0	1197	231	0	0	0	6
example	340035	-6.24	0	1	905	212	0	0	0	7
india	339490	-5.63	2	4	747	469	0	0	0	5
summer	339094	-5.95	4	5	2051	272	0	0	0	6
current	339001	-6.92	0	1	1993	77	0	0	0	7
red	338662	-2.48	34	43	1209	698	0	0	0	3
playing	337905	-5.99	4	6	1506	97	0	0	0	7
wrote	337165	-6.59	2	2	537	29	0	0	0	5
special	337114	-6.38	0	1	2051	178	0	0	0	7
canada	336998	-7.89	0	0	1993	330	0	0	0	6
video	336201	-6.72	0	1	353	128	0	0	0	5
term	335936	-5.26	2	3	953	155	0	0	0	4
g	335398	-4.3	0	24	626	626	626	626	626	1
others	334277	-6.27	0	2	452	10	0	0	0	6
appeared	333809	-7.38	0	0	1427	81	0	0	0	8
areas	333767	-6.14	2	4	1427	163	0	0	0	5
round	333641	-5.06	14	17	1209	164	0	0	0	5
records	333018	-6.66	0	1	1209	698	0	0	0	7
george	332914	-6.89	0	3	626	94	0	0	0	6
making	332346	-5.2	8	9	1197	426	0	0	0	6
similar	330887	-8.83	0	0	2051	147	0	0	0	7
james	330721	-5.53	4	6	260	61	0	0	0	5
post	329931	-4.21	20	23	1506	199	0	0	0	4
recorded	327617	-7.71	0	0	1209	698	0	0	0	8
schools	327597	-7.83	0	1	2051	114	0	0	0	7
formed	326431	-5.34	8	8	845	150	0	0	0	6
route	325666	-5.53	2	4	1209	164	0	0	0	5
re	324651	-2.38	66	85	1209	698	698	698	698	2
himself	324639	-10.74	0	0	713	82	0	0	0	7
never	324470	-5.55	6	7	475	120	0	0	0	5
census	324417	-7.57	0	0	1993	76	0	0	0	6
elected	323210	-6.38	4	5	905	93	0	0	0	7
originally	323061	-9.79	0	0	452	89	0	0	0	10
working	321839	-6.15	2	3	537	71	0	0	0	7
hall	321364	-4.65	32	37	713	211	0	0	0	4
release	321271	-7.51	0	2	1209	698	0	0	0	7
case	321224	-4.63	30	37	1993	330	0	0	0	4
information	321096	-8.05	0	0	747	469	0	0	0	11
little	320775	-6.31	0	0	716	176	0	0	0	6
la	320275	-3.28	68	86	716	172	172	172	172	2
wife	319052	-6.29	12	12	537	123	0	0	0	4
railway	318046	-7.77	0	1	1209	157	0	0	0	7
opened	317691	-6.16	4	4	452	56	0	0	0	6
forces	316679	-5.53	4	5	845	150	0	0	0	6
developed	316336	-9.18	0	0	1141	409	0	0	0	9
o	315053	-4.3	0	31	452	452	452	452	452	1
good	314394	-5.07	10	12	626	74	0	0	0	4
upon	313552	-5.72	0	2	281	34	0	0	0	4
addition	312968	-6.77	0	0	1427	124	0	0	0	8
r	311435	-4.3	0	32	1209	1209	1209	1209	1209	1
result	310592	-6.86	0	1	1209	698	0	0	0	6
available	310283	-10.17	0	0	1427	30	0	0	0	9
lake	310247	-5.33	24	26	716	172	0	0	0	4
songs	308250	-5.4	2	4	2051	140	0	0	0	5
p	306953	-4.3	0	34	1506	1506	1506	1506	1506	1
race	306452	-4.5	20	28	1209	157	0	0	0	4
style	306360	-6.36	2	4	2051	326	0	0	0	5
human	305685	-5.46	2	4	713	72	0	0	0	5
eastern	305507	-7.59	0	1	905	42	0	0	0	7
f	305305	-4.3	0	26	845	845	845	845	845	1
throughout	304885	-10.63	0	0	953	136	0	0	0	10
how	303436	-4.13	28	32	713	157	0	0	0	3
track	303430	-4.64	12	14	953	241	0	0	0	5
germany	303025	-7.98	2	3	626	94	0	0	0	7
events	302003	-5.22	0	1	905	48	0	0	0	6
body	301406	-4.67	4	6	1130	161	0	0	0	4
science	299537	-6.99	0	1	2051	114	0	0	0	7
province	299186	-7.22	0	0	1506	440	0	0	0	8
love	298998	-4.43	20	24	716	138	0	0	0	4
announced	298087	-8.69	0	0	1427	165	0	0	0	9
training	297974	-6.58	0	0	953	241	0	0	0	8
minister	295747	-7.13	0	0	1197	180	0	0	0	8
event	295739	-4.78	0	3	905	48	0	0	0	5
usually	295693	-8.38	0	0	281	25	0	0	0	7
today	295095	-7.34	0	0	953	133	0	0	0	5
construction	295080	-7.96	0	0	1993	876	0	0	0	12
eventually	294691	-9.17	0	0	905	48	0	0	0	10
lead	294302	-5.27	24	28	716	146	0	0	0	4
police	294278	-6.4	2	2	1506	199	0	0	0	6
match	294261	-5.26	14	16	1197	426	0	0	0	5
sea	293811	-4.82	26	35	2051	247	0	0	0	3
described	293519	-9.07	0	0	1141	409	0	0	0	9
win	293108	-3.92	40	48	537	123	0	0	0	3
character	290749	-8.12	0	0	1993	243	0	0	0	9
uk	289621	-4.59	46	48	281	4	4	4	4	2
teams	289412	-6.59	8	9	953	155	0	0	0	5
refer	288543	-4.64	0	2	1209	698	0	0	0	5
families	287647	-7.94	0	0	845	149	0	0	0	8
